COUNTY,STNAME,CTYNAME,CENSUS2010POP,BIRTHS2010
149,Texas,Fayette County,24554,54
151,Texas,Fisher County,3974,11
153,Texas,Floyd County,6446,22
155,Texas,Foard County,1336,3
157,Texas,Fort Bend County,585375,1937
159,Texas,Franklin County,10605,25
161,Texas,Freestone County,19816,53
163,Texas,Frio County,17217,52
165,Texas,Gaines County,17526,88
167,Texas,Galveston County,291309,960
169,Texas,Garza County,6461,26
171,Texas,Gillespie County,24837,65
173,Texas,Glasscock County,1226,5
175,Texas,Goliad County,7210,20
177,Texas,Gonzales County,19807,55
179,Texas,Gray County,22535,83
181,Texas,Grayson County,120877,333
183,Texas,Gregg County,121730,490
185,Texas,Grimes County,26604,91
187,Texas,Guadalupe County,131533,415
189,Texas,Hale County,36273,165
191,Texas,Hall County,3353,6
193,Texas,Hamilton County,8517,21
195,Texas,Hansford County,5613,18
197,Texas,Hardeman County,4139,14
199,Texas,Hardin County,54635,175
201,Texas,Harris County,4092459,16101
203,Texas,Harrison County,65631,206
205,Texas,Hartley County,6062,9
207,Texas,Haskell County,5899,16
209,Texas,Hays County,157107,500
211,Texas,Hemphill County,3807,15
213,Texas,Henderson County,78532,223
215,Texas,Hidalgo County,774769,3769
217,Texas,Hill County,35089,108
219,Texas,Hockley County,22935,98
221,Texas,Hood County,51182,129
223,Texas,Hopkins County,35161,122
225,Texas,Houston County,23732,60
227,Texas,Howard County,35012,105
229,Texas,Hudspeth County,3476,11
231,Texas,Hunt County,86129,284
233,Texas,Hutchinson County,22150,63
235,Texas,Irion County,1599,5
237,Texas,Jack County,9044,23
239,Texas,Jackson County,14075,54
241,Texas,Jasper County,35710,109
243,Texas,Jeff Davis County,2342,4
245,Texas,Jefferson County,252273,875
247,Texas,Jim Hogg County,5300,16
249,Texas,Jim Wells County,40838,167
251,Texas,Johnson County,150934,482
253,Texas,Jones County,20202,25
255,Texas,Karnes County,14824,36
257,Texas,Kaufman County,103350,356
259,Texas,Kendall County,33410,85
261,Texas,Kenedy County,416,0
263,Texas,Kent County,808,1
265,Texas,Kerr County,49625,135
267,Texas,Kimble County,4607,12
269,Texas,King County,286,1
271,Texas,Kinney County,3598,5
273,Texas,Kleberg County,32061,98
275,Texas,Knox County,3719,10
277,Texas,Lamar County,49793,151
279,Texas,Lamb County,13977,49
281,Texas,Lampasas County,19677,61
283,Texas,La Salle County,6886,20
285,Texas,Lavaca County,19263,45
287,Texas,Lee County,16612,49
289,Texas,Leon County,16801,42
291,Texas,Liberty County,75643,251
293,Texas,Limestone County,23384,84
295,Texas,Lipscomb County,3302,14
297,Texas,Live Oak County,11531,34
299,Texas,Llano County,19301,35
301,Texas,Loving County,82,0
303,Texas,Lubbock County,278831,1079
305,Texas,Lynn County,5915,22
307,Texas,McCulloch County,8283,30
309,Texas,McLennan County,234906,849
311,Texas,McMullen County,707,1
313,Texas,Madison County,13664,45
315,Texas,Marion County,10546,24
317,Texas,Martin County,4799,20
319,Texas,Mason County,4012,8
321,Texas,Matagorda County,36702,121
323,Texas,Maverick County,54258,233
325,Texas,Medina County,46006,120
327,Texas,Menard County,2242,3
329,Texas,Midland County,136872,547
331,Texas,Milam County,24757,70
333,Texas,Mills County,4936,14
335,Texas,Mitchell County,9403,31
337,Texas,Montague County,19719,65
339,Texas,Montgomery County,455746,1520
341,Texas,Moore County,21904,93
343,Texas,Morris County,12934,40
345,Texas,Motley County,1210,5
347,Texas,Nacogdoches County,64524,237
349,Texas,Navarro County,47735,168
351,Texas,Newton County,14445,26
353,Texas,Nolan County,15216,53
355,Texas,Nueces County,340223,1142
357,Texas,Ochiltree County,10223,32
359,Texas,Oldham County,2052,5
361,Texas,Orange County,81837,266
363,Texas,Palo Pinto County,28111,78
365,Texas,Panola County,23796,60
367,Texas,Parker County,116927,353
369,Texas,Parmer County,10269,28
371,Texas,Pecos County,15507,49
373,Texas,Polk County,45413,135
375,Texas,Potter County,121073,533
377,Texas,Presidio County,7818,36
379,Texas,Rains County,10914,23
381,Texas,Randall County,120725,381
383,Texas,Reagan County,3367,13
385,Texas,Real County,3309,8
387,Texas,Red River County,12860,34
389,Texas,Reeves County,13783,43
391,Texas,Refugio County,7383,21
393,Texas,Roberts County,929,4
395,Texas,Robertson County,16622,43
397,Texas,Rockwall County,78337,217
399,Texas,Runnels County,10501,33
401,Texas,Rusk County,53330,147
403,Texas,Sabine County,10834,23
405,Texas,San Augustine County,8865,23
407,Texas,San Jacinto County,26384,78
409,Texas,San Patricio County,64804,209
411,Texas,San Saba County,6131,11
413,Texas,Schleicher County,3461,8
415,Texas,Scurry County,16921,59
417,Texas,Shackelford County,3378,10
419,Texas,Shelby County,25448,90
421,Texas,Sherman County,3034,5
423,Texas,Smith County,209714,725
425,Texas,Somervell County,8490,19
427,Texas,Starr County,60968,325
429,Texas,Stephens County,9630,33
431,Texas,Sterling County,1143,4
433,Texas,Stonewall County,1490,0
435,Texas,Sutton County,4128,9
437,Texas,Swisher County,7854,25
439,Texas,Tarrant County,1809034,6693
441,Texas,Taylor County,131506,484
443,Texas,Terrell County,984,6
445,Texas,Terry County,12651,44
447,Texas,Throckmorton County,1641,5
449,Texas,Titus County,32334,120
451,Texas,Tom Green County,110224,396
453,Texas,Travis County,1024266,3861
455,Texas,Trinity County,14585,43
457,Texas,Tyler County,21766,53
459,Texas,Upshur County,39309,109
461,Texas,Upton County,3355,7
463,Texas,Uvalde County,26405,96
465,Texas,Val Verde County,48879,205
467,Texas,Van Zandt County,52579,122
469,Texas,Victoria County,86793,315
471,Texas,Walker County,67861,148
473,Texas,Waller County,43205,147
475,Texas,Ward County,10658,28
477,Texas,Washington County,33718,102
479,Texas,Webb County,250304,1328
481,Texas,Wharton County,41280,130
483,Texas,Wheeler County,5410,11
485,Texas,Wichita County,131500,457
487,Texas,Wilbarger County,13535,46
489,Texas,Willacy County,22134,86
491,Texas,Williamson County,422679,1498
493,Texas,Wilson County,42918,103
495,Texas,Winkler County,7110,23
497,Texas,Wise County,59127,193
499,Texas,Wood County,41964,91
501,Texas,Yoakum County,7879,38
503,Texas,Young County,18550,61
505,Texas,Zapata County,14018,91
507,Texas,Zavala County,11677,36
0,Utah,Utah,2763885,13752
1,Utah,Beaver County,6629,42
3,Utah,Box Elder County,49975,227
5,Utah,Cache County,112656,639
7,Utah,Carbon County,21403,78
9,Utah,Daggett County,1059,10
11,Utah,Davis County,306479,1571
13,Utah,Duchesne County,18607,118
15,Utah,Emery County,10976,53
17,Utah,Garfield County,5172,22
19,Utah,Grand County,9225,33
21,Utah,Iron County,46163,240
23,Utah,Juab County,10246,47
25,Utah,Kane County,7125,15
27,Utah,Millard County,12503,41
29,Utah,Morgan County,9469,45
31,Utah,Piute County,1556,4
33,Utah,Rich County,2264,8
35,Utah,Salt Lake County,1029655,4754
37,Utah,San Juan County,14746,58
39,Utah,Sanpete County,27822,107
41,Utah,Sevier County,20802,89
43,Utah,Summit County,36324,112
45,Utah,Tooele County,58218,267
47,Utah,Uintah County,32588,160
49,Utah,Utah County,516564,3253
51,Utah,Wasatch County,23530,79
53,Utah,Washington County,138115,607
55,Utah,Wayne County,2778,10
57,Utah,Weber County,231236,1063
0,Vermont,Vermont,625741,1659
1,Vermont,Addison County,36821,90
3,Vermont,Bennington County,37125,101
5,Vermont,Caledonia County,31227,63
7,Vermont,Chittenden County,156545,416
9,Vermont,Essex County,6306,18
11,Vermont,Franklin County,47746,147
13,Vermont,Grand Isle County,6970,13
15,Vermont,Lamoille County,24475,88
17,Vermont,Orange County,28936,79
19,Vermont,Orleans County,27231,74
21,Vermont,Rutland County,61642,141
23,Vermont,Washington County,59534,174
25,Vermont,Windham County,44513,116
27,Vermont,Windsor County,56670,139
0,Virginia,Virginia,8001024,25715
1,Virginia,Accomack County,33164,87
3,Virginia,Albemarle County,98970,295
5,Virginia,Alleghany County,16250,30
7,Virginia,Amelia County,12690,39
9,Virginia,Amherst County,32353,86
11,Virginia,Appomattox County,14973,48
13,Virginia,Arlington County,207627,817
15,Virginia,Augusta County,73750,156
17,Virginia,Bath County,4731,3
19,Virginia,Bedford County,68676,209
21,Virginia,Bland County,6824,6
23,Virginia,Botetourt County,33148,54
25,Virginia,Brunswick County,17434,37
27,Virginia,Buchanan County,24098,61
29,Virginia,Buckingham County,17146,42
31,Virginia,Campbell County,54842,160
33,Virginia,Caroline County,28545,106
35,Virginia,Carroll County,30042,56
36,Virginia,Charles City County,7256,25
37,Virginia,Charlotte County,12586,25
41,Virginia,Chesterfield County,316236,1039
43,Virginia,Clarke County,14034,26
45,Virginia,Craig County,5190,9
47,Virginia,Culpeper County,46689,177
49,Virginia,Cumberland County,10052,30
51,Virginia,Dickenson County,15903,39
53,Virginia,Dinwiddie County,28001,70
57,Virginia,Essex County,11151,34
59,Virginia,Fairfax County,1081726,3845
61,Virginia,Fauquier County,65203,207
63,Virginia,Floyd County,15279,55
65,Virginia,Fluvanna County,25691,68
67,Virginia,Franklin County,56159,132
69,Virginia,Frederick County,78305,223
71,Virginia,Giles County,17286,62
73,Virginia,Gloucester County,36858,101
75,Virginia,Goochland County,21717,38
77,Virginia,Grayson County,15533,37
79,Virginia,Greene County,18403,81
81,Virginia,Greensville County,12243,18
83,Virginia,Halifax County,36241,95
85,Virginia,Hanover County,99863,235
87,Virginia,Henrico County,306935,999
89,Virginia,Henry County,54151,131
91,Virginia,Highland County,2321,0
93,Virginia,Isle of Wight County,35270,95
95,Virginia,James City County,67009,160
97,Virginia,King and Queen County,6945,21
99,Virginia,King George County,23584,69
101,Virginia,King William County,15935,51
103,Virginia,Lancaster County,11391,25
105,Virginia,Lee County,25587,61
107,Virginia,Loudoun County,312311,1291
109,Virginia,Louisa County,33153,102
111,Virginia,Lunenburg County,12914,27
113,Virginia,Madison County,13308,31
115,Virginia,Mathews County,8978,13
117,Virginia,Mecklenburg County,32727,71
119,Virginia,Middlesex County,10959,18
121,Virginia,Montgomery County,94392,226
125,Virginia,Nelson County,15020,41
127,Virginia,New Kent County,18429,58
131,Virginia,Northampton County,12389,34
133,Virginia,Northumberland County,12330,21
135,Virginia,Nottoway County,15853,39
137,Virginia,Orange County,33481,90
139,Virginia,Page County,24042,63
141,Virginia,Patrick County,18490,46
143,Virginia,Pittsylvania County,63506,148
145,Virginia,Powhatan County,28046,63
147,Virginia,Prince Edward County,23368,52
149,Virginia,Prince George County,35725,97
153,Virginia,Prince William County,402002,1594
155,Virginia,Pulaski County,34872,68
157,Virginia,Rappahannock County,7373,17
159,Virginia,Richmond County,9254,19
161,Virginia,Roanoke County,92376,193
163,Virginia,Rockbridge County,22307,51
165,Virginia,Rockingham County,76314,220
167,Virginia,Russell County,28897,69
169,Virginia,Scott County,23177,63
171,Virginia,Shenandoah County,41993,122
173,Virginia,Smyth County,32208,65
175,Virginia,Southampton County,18570,44
177,Virginia,Spotsylvania County,122397,394
179,Virginia,Stafford County,128961,433
181,Virginia,Surry County,7058,15
183,Virginia,Sussex County,12087,31
185,Virginia,Tazewell County,45078,118
187,Virginia,Warren County,37575,100
191,Virginia,Washington County,54876,142
193,Virginia,Westmoreland County,17454,50
195,Virginia,Wise County,41452,132
197,Virginia,Wythe County,29235,63
199,Virginia,York County,65464,136
510,Virginia,Alexandria city,139966,641
520,Virginia,Bristol city,17835,70
530,Virginia,Buena Vista city,6650,26
540,Virginia,Charlottesville city,43475,123
550,Virginia,Chesapeake city,222209,723
570,Virginia,Colonial Heights city,17411,40
580,Virginia,Covington city,5961,15
590,Virginia,Danville city,43055,121
595,Virginia,Emporia city,5927,21
600,Virginia,Fairfax city,22565,77
610,Virginia,Falls Church city,12332,27
620,Virginia,Franklin city,8582,30
630,Virginia,Fredericksburg city,24286,101
640,Virginia,Galax city,7042,25
650,Virginia,Hampton city,137436,480
660,Virginia,Harrisonburg city,48914,125
670,Virginia,Hopewell city,22591,87
678,Virginia,Lexington city,7042,9
680,Virginia,Lynchburg city,75568,238
683,Virginia,Manassas city,37821,148
685,Virginia,Manassas Park city,14273,35
690,Virginia,Martinsville city,13821,37
700,Virginia,Newport News city,180719,705
710,Virginia,Norfolk city,242803,894
720,Virginia,Norton city,3958,16
730,Virginia,Petersburg city,32420,127
735,Virginia,Poquoson city,12150,19
740,Virginia,Portsmouth city,95535,381
750,Virginia,Radford city,16408,27
760,Virginia,Richmond city,204214,702
770,Virginia,Roanoke city,97032,333
775,Virginia,Salem city,24802,57
790,Virginia,Staunton city,23746,77
800,Virginia,Suffolk city,84585,275
810,Virginia,Virginia Beach city,437994,1468
820,Virginia,Waynesboro city,21006,66
830,Virginia,Williamsburg city,14068,30
840,Virginia,Winchester city,26203,94
0,Washington,Washington,6724540,22236
1,Washington,Adams County,18728,145
3,Washington,Asotin County,21623,62
5,Washington,Benton County,175177,657
7,Washington,Chelan County,72453,267
9,Washington,Clallam County,71404,167
11,Washington,Clark County,425363,1342
13,Washington,Columbia County,4078,6
15,Washington,Cowlitz County,102410,295
17,Washington,Douglas County,38431,140
19,Washington,Ferry County,7551,20
21,Washington,Franklin County,78163,425
23,Washington,Garfield County,2266,3
25,Washington,Grant County,89120,430
27,Washington,Grays Harbor County,72797,218
29,Washington,Island County,78506,242
31,Washington,Jefferson County,29872,47
33,Washington,King County,1931249,6302
35,Washington,Kitsap County,251133,764
37,Washington,Kittitas County,40915,100
39,Washington,Klickitat County,20318,68
41,Washington,Lewis County,75455,244
43,Washington,Lincoln County,10570,28
45,Washington,Mason County,60699,160
47,Washington,Okanogan County,41120,151
49,Washington,Pacific County,20920,41
51,Washington,Pend Oreille County,13001,25
53,Washington,Pierce County,795225,2666
55,Washington,San Juan County,15769,33
57,Washington,Skagit County,116901,379
59,Washington,Skamania County,11066,19
61,Washington,Snohomish County,713335,2359
63,Washington,Spokane County,471221,1494
65,Washington,Stevens County,43531,104
67,Washington,Thurston County,252264,762
69,Washington,Wahkiakum County,3978,9
71,Washington,Walla Walla County,58781,162
73,Washington,Whatcom County,201140,608
75,Washington,Whitman County,44776,107
77,Washington,Yakima County,243231,1185
0,West Virginia,West Virginia,1852994,5104
1,West Virginia,Barbour County,16589,38
3,West Virginia,Berkeley County,104169,322
5,West Virginia,Boone County,24629,71
7,West Virginia,Braxton County,14523,35
9,West Virginia,Brooke County,24069,56
11,West Virginia,Cabell County,96319,300
13,West Virginia,Calhoun County,7627,23
15,West Virginia,Clay County,9386,39
17,West Virginia,Doddridge County,8202,18
19,West Virginia,Fayette County,46039,141
21,West Virginia,Gilmer County,8693,22
23,West Virginia,Grant County,11937,40
25,West Virginia,Greenbrier County,35480,104
27,West Virginia,Hampshire County,23964,64
29,West Virginia,Hancock County,30676,70
31,West Virginia,Hardy County,14025,38
33,West Virginia,Harrison County,69099,209
35,West Virginia,Jackson County,29211,94
37,West Virginia,Jefferson County,53498,149
39,West Virginia,Kanawha County,193063,507
41,West Virginia,Lewis County,16372,57
43,West Virginia,Lincoln County,21720,61
45,West Virginia,Logan County,36743,100
47,West Virginia,McDowell County,22113,69
49,West Virginia,Marion County,56418,172
51,West Virginia,Marshall County,33107,76
53,West Virginia,Mason County,27324,83
55,West Virginia,Mercer County,62264,194
57,West Virginia,Mineral County,28212,75
59,West Virginia,Mingo County,26839,95
61,West Virginia,Monongalia County,96189,225
63,West Virginia,Monroe County,13502,41
65,West Virginia,Morgan County,17541,42
67,West Virginia,Nicholas County,26233,79
69,West Virginia,Ohio County,44443,106
71,West Virginia,Pendleton County,7695,14
73,West Virginia,Pleasants County,7605,18
75,West Virginia,Pocahontas County,8719,25
77,West Virginia,Preston County,33520,77
79,West Virginia,Putnam County,55486,117
81,West Virginia,Raleigh County,78859,233
83,West Virginia,Randolph County,29405,61
85,West Virginia,Ritchie County,10449,23
87,West Virginia,Roane County,14926,33
89,West Virginia,Summers County,13927,31
91,West Virginia,Taylor County,16895,49
93,West Virginia,Tucker County,7141,21
95,West Virginia,Tyler County,9208,21
97,West Virginia,Upshur County,24254,65
99,West Virginia,Wayne County,42481,98
101,West Virginia,Webster County,9154,27
103,West Virginia,Wetzel County,16583,37
105,West Virginia,Wirt County,5717,24
107,West Virginia,Wood County,86956,261
109,West Virginia,Wyoming County,23796,54
0,Wisconsin,Wisconsin,5686986,17550
1,Wisconsin,Adams County,20875,35
3,Wisconsin,Ashland County,16157,38
5,Wisconsin,Barron County,45870,132
7,Wisconsin,Bayfield County,15014,29
9,Wisconsin,Brown County,248007,884
11,Wisconsin,Buffalo County,13587,33
13,Wisconsin,Burnett County,15457,32
15,Wisconsin,Calumet County,48971,155
17,Wisconsin,Chippewa County,62415,169
19,Wisconsin,Clark County,34690,154
21,Wisconsin,Columbia County,56833,138
23,Wisconsin,Crawford County,16644,51
25,Wisconsin,Dane County,488073,1600
27,Wisconsin,Dodge County,88759,224
29,Wisconsin,Door County,27785,58
31,Wisconsin,Douglas County,44159,118
33,Wisconsin,Dunn County,43857,120
35,Wisconsin,Eau Claire County,98736,279
37,Wisconsin,Florence County,4423,5
39,Wisconsin,Fond du Lac County,101633,304
41,Wisconsin,Forest County,9304,30
43,Wisconsin,Grant County,51208,144
45,Wisconsin,Green County,36842,110
47,Wisconsin,Green Lake County,19051,52
49,Wisconsin,Iowa County,23687,71
51,Wisconsin,Iron County,5916,10
53,Wisconsin,Jackson County,20449,57
55,Wisconsin,Jefferson County,83686,229
57,Wisconsin,Juneau County,26664,60
59,Wisconsin,Kenosha County,166426,525
61,Wisconsin,Kewaunee County,20574,42
63,Wisconsin,La Crosse County,114638,360
65,Wisconsin,Lafayette County,16836,40
67,Wisconsin,Langlade County,19977,58
69,Wisconsin,Lincoln County,28743,82
71,Wisconsin,Manitowoc County,81442,200
73,Wisconsin,Marathon County,134063,406
75,Wisconsin,Marinette County,41749,82
77,Wisconsin,Marquette County,15404,38
78,Wisconsin,Menominee County,4232,30
79,Wisconsin,Milwaukee County,947735,3596
81,Wisconsin,Monroe County,44673,164
83,Wisconsin,Oconto County,37660,96
85,Wisconsin,Oneida County,35998,86
87,Wisconsin,Outagamie County,176695,590
89,Wisconsin,Ozaukee County,86395,205
91,Wisconsin,Pepin County,7469,25
93,Wisconsin,Pierce County,41019,100
95,Wisconsin,Polk County,44205,125
97,Wisconsin,Portage County,70019,197
99,Wisconsin,Price County,14159,31
101,Wisconsin,Racine County,195408,605
103,Wisconsin,Richland County,18021,50
105,Wisconsin,Rock County,160331,488
107,Wisconsin,Rusk County,14755,37
109,Wisconsin,St. Croix County,84345,313
111,Wisconsin,Sauk County,61976,202
113,Wisconsin,Sawyer County,16557,47
115,Wisconsin,Shawano County,41949,121
117,Wisconsin,Sheboygan County,115507,365
119,Wisconsin,Taylor County,20689,65
121,Wisconsin,Trempealeau County,28816,94
123,Wisconsin,Vernon County,29773,113
125,Wisconsin,Vilas County,21430,56
127,Wisconsin,Walworth County,102228,293
129,Wisconsin,Washburn County,15911,38
131,Wisconsin,Washington County,131887,372
133,Wisconsin,Waukesha County,389891,963
135,Wisconsin,Waupaca County,52410,131
137,Wisconsin,Waushara County,24496,66
139,Wisconsin,Winnebago County,166994,504
141,Wisconsin,Wood County,74749,228
0,Wyoming,Wyoming,563626,1994
1,Wyoming,Albany County,36299,103
3,Wyoming,Big Horn County,11668,25
5,Wyoming,Campbell County,46133,208
7,Wyoming,Carbon County,15885,46
9,Wyoming,Converse County,13833,57
11,Wyoming,Crook County,7083,35
13,Wyoming,Fremont County,40123,163
15,Wyoming,Goshen County,13249,31
17,Wyoming,Hot Springs County,4812,15
19,Wyoming,Johnson County,8569,29
21,Wyoming,Laramie County,91738,358
23,Wyoming,Lincoln County,18106,86
25,Wyoming,Natrona County,75450,258
27,Wyoming,Niobrara County,2484,6
29,Wyoming,Park County,28205,73
31,Wyoming,Platte County,8667,13
33,Wyoming,Sheridan County,29116,88
35,Wyoming,Sublette County,10247,34
37,Wyoming,Sweetwater County,43806,166
39,Wyoming,Teton County,21294,76
41,Wyoming,Uinta County,21118,72
43,Wyoming,Washakie County,8533,26
45,Wyoming,Weston County,7208,26
